Date,Time,Open
6/18/2021,12:00:00|38099.47656
6/19/2021,12:00:00|35854.52734
6/20/2021,12:00:00|35563.14063
6/21/2021,12:00:00|35641.14453
6/22/2021,12:00:00|31622.37695
6/23/2021,12:00:00|32515.71484
6/24/2021,12:00:00|33682.80078
6/25/2021,12:00:00|34659.10547
6/26/2021,12:00:00|31594.66406
6/27/2021,12:00:00|32287.52344
6/28/2021,12:00:00|34679.12109
6/29/2021,12:00:00|34475.55859
6/30/2021,12:00:00|35908.38672
7/1/2021,12:00:00|35035.98438
7/2/2021,12:00:00|33549.60156
7/3/2021,12:00:00|33854.42188
7/4/2021,12:00:00|34665.56641
7/5/2021,12:00:00|35284.34375
7/6/2021,12:00:00|33723.50781
7/7/2021,12:00:00|34225.67969
7/8/2021,12:00:00|33889.60547
7/9/2021,12:00:00|32861.67188
7/10/2021,12:00:00|33811.24219
7/11/2021,12:00:00|33509.07813
7/12/2021,12:00:00|34254.01563
7/13/2021,12:00:00|33125.46875
7/14/2021,12:00:00|32723.8457
7/15/2021,12:00:00|32827.875
7/16/2021,12:00:00|31841.55078
7/17/2021,12:00:00|31397.30859
7/18/2021,12:00:00|31533.88477
7/19/2021,12:00:00|31800.01172
7/20/2021,12:00:00|30838.28516
7/21/2021,12:00:00|29796.28516
7/22/2021,12:00:00|32138.87305
7/23/2021,12:00:00|32305.95898
7/24/2021,12:00:00|33593.73047
7/25/2021,12:00:00|34290.29297
7/26/2021,12:00:00|35384.03125
7/27/2021,12:00:00|37276.03516
7/28/2021,12:00:00|39503.1875
7/29/2021,12:00:00|39995.45313
7/30/2021,12:00:00|40027.48438
7/31/2021,12:00:00|42196.30469
8/1/2021,12:00:00|41460.84375
8/2/2021,12:00:00|39907.26172
8/3/2021,12:00:00|39178.40234
8/4/2021,12:00:00|38213.33203
8/5/2021,12:00:00|39744.51563
8/6/2021,12:00:00|40865.86719
8/7/2021,12:00:00|42832.79688
8/8/2021,12:00:00|44574.4375
8/9/2021,12:00:00|43791.92578
8/10/2021,12:00:00|46280.84766
8/11/2021,12:00:00|45599.70313
8/12/2021,12:00:00|45576.87891
8/13/2021,12:00:00|44439.69141
8/14/2021,12:00:00|47810.6875
8/15/2021,12:00:00|47096.66797
8/16/2021,12:00:00|47019.96094
8/17/2021,12:00:00|45936.45703
8/18/2021,12:00:00|44686.75
8/19/2021,12:00:00|44741.88281
8/20/2021,12:00:00|46723.12109
8/21/2021,12:00:00|49327.07422
8/22/2021,12:00:00|48869.10547
8/23/2021,12:00:00|49291.67578
8/24/2021,12:00:00|49562.34766
8/25/2021,12:00:00|47727.25781
8/26/2021,12:00:00|49002.64063
8/27/2021,12:00:00|46894.55469
8/28/2021,12:00:00|49072.58594
8/29/2021,12:00:00|48911.25
8/30/2021,12:00:00|48834.85156
8/31/2021,12:00:00|47024.33984
9/1/2021,12:00:00|47099.77344
9/2/2021,12:00:00|48807.84766
9/3/2021,12:00:00|49288.25
9/4/2021,12:00:00|50009.32422
9/5/2021,12:00:00|49937.85938
9/6/2021,12:00:00|51769.00391
9/7/2021,12:00:00|52660.48047
9/8/2021,12:00:00|46827.76172
9/9/2021,12:00:00|45774.74219
9/10/2021,12:00:00|46396.66406
9/11/2021,12:00:00|44869.83984
9/12/2021,12:00:00|45206.62891
9/13/2021,12:00:00|46057.21484
9/14/2021,12:00:00|44960.05078
9/15/2021,12:00:00|47098
9/16/2021,12:00:00|48158.90625
9/17/2021,12:00:00|47771.00391
9/18/2021,12:00:00|47273.52734
9/19/2021,12:00:00|48268.85547
9/20/2021,12:00:00|47261.40625
9/21/2021,12:00:00|43012.23438
9/22/2021,12:00:00|40677.95313
9/23/2021,12:00:00|43560.29688
9/24/2021,12:00:00|44894.30078
9/25/2021,12:00:00|42840.89063
9/26/2021,12:00:00|42721.62891
9/27/2021,12:00:00|43234.18359
9/28/2021,12:00:00|42200.89844
9/29/2021,12:00:00|41064.98438
9/30/2021,12:00:00|41551.26953
10/1/2021,12:00:00|43816.74219
10/2/2021,12:00:00|48137.46875
10/3/2021,12:00:00|47680.02734
10/4/2021,12:00:00|48208.90625
10/5/2021,12:00:00|49174.96094
10/6/2021,12:00:00|51486.66406
10/7/2021,12:00:00|55338.625
10/8/2021,12:00:00|53802.14453
10/9/2021,12:00:00|53929.78125
10/10/2021,12:00:00|54952.82031
10/11/2021,12:00:00|54734.125
10/12/2021,12:00:00|57526.83203
10/13/2021,12:00:00|56038.25781
10/14/2021,12:00:00|57372.83203
10/15/2021,12:00:00|57345.90234
10/16/2021,12:00:00|61609.52734
10/17/2021,12:00:00|60887.65234
10/18/2021,12:00:00|61548.80469
10/19/2021,12:00:00|62043.16406
10/20/2021,12:00:00|64284.58594
10/21/2021,12:00:00|66002.23438
10/22/2021,12:00:00|62237.89063
10/23/2021,12:00:00|60694.62891
10/24/2021,12:00:00|61368.34375
10/25/2021,12:00:00|60893.92578
10/26/2021,12:00:00|63032.76172
10/27/2021,12:00:00|60352
10/28/2021,12:00:00|58470.73047
10/29/2021,12:00:00|60624.87109
10/30/2021,12:00:00|62239.36328
10/31/2021,12:00:00|61850.48828
11/1/2021,12:00:00|61320.44922
11/2/2021,12:00:00|60963.25391
11/3/2021,12:00:00|63254.33594
11/4/2021,12:00:00|62941.80469
11/5/2021,12:00:00|61460.07813
11/6/2021,12:00:00|61068.875
11/7/2021,12:00:00|61554.92188
11/8/2021,12:00:00|63344.06641
11/9/2021,12:00:00|67549.73438
11/10/2021,12:00:00|66953.33594
11/11/2021,12:00:00|64978.89063
11/12/2021,12:00:00|64863.98047
11/13/2021,12:00:00|64158.12109
11/14/2021,12:00:00|64455.37109
11/15/2021,12:00:00|65521.28906
11/16/2021,12:00:00|63721.19531
11/17/2021,12:00:00|60139.62109
11/18/2021,12:00:00|60360.13672
11/19/2021,12:00:00|56896.12891
11/20/2021,12:00:00|58115.08203
11/21/2021,12:00:00|59730.50781
11/22/2021,12:00:00|58706.84766
11/23/2021,12:00:00|56304.55469
11/24/2021,12:00:00|57565.85156
11/25/2021,12:00:00|57165.41797
11/26/2021,12:00:00|58960.28516
11/27/2021,12:00:00|53736.42969
11/28/2021,12:00:00|54813.02344
11/29/2021,12:00:00|57291.90625
11/30/2021,12:00:00|57830.11328
12/1/2021,12:00:00|56907.96484
12/2/2021,12:00:00|57217.37109
12/3/2021,12:00:00|56509.16406
12/4/2021,12:00:00|53727.87891
12/5/2021,12:00:00|49201.51953
12/6/2021,12:00:00|49413.48047
12/7/2021,12:00:00|50581.82813
12/8/2021,12:00:00|50667.64844
12/9/2021,12:00:00|50450.08203
12/10/2021,12:00:00|47642.14453
12/11/2021,12:00:00|47264.63281
12/12/2021,12:00:00|49354.85547
12/13/2021,12:00:00|50114.74219
12/14/2021,12:00:00|46709.82422
12/15/2021,12:00:00|48379.75391
12/16/2021,12:00:00|48900.46484
12/17/2021,12:00:00|47653.73047
12/18/2021,12:00:00|46219.25391
12/19/2021,12:00:00|46853.86719
12/20/2021,12:00:00|46707.0625
12/21/2021,12:00:00|46886.07813
12/22/2021,12:00:00|48937.09766
12/23/2021,12:00:00|48626.34375
12/24/2021,12:00:00|50806.05078
12/25/2021,12:00:00|50854.91797
12/26/2021,12:00:00|50428.69141
12/27/2021,12:00:00|50802.60938
12/28/2021,12:00:00|50679.85938
12/29/2021,12:00:00|47623.87109
12/30/2021,12:00:00|46490.60547
12/31/2021,12:00:00|47169.37109
1/1/2022,12:00:00|46311.74609
1/2/2022,12:00:00|47680.92578
1/3/2022,12:00:00|47343.54297
1/4/2022,12:00:00|46458.85156
1/5/2022,12:00:00|45899.35938
1/6/2022,12:00:00|43565.51172
1/7/2022,12:00:00|43153.57031
1/8/2022,12:00:00|41561.46484
1/9/2022,12:00:00|41734.72656
1/10/2022,12:00:00|41910.23047
1/11/2022,12:00:00|41819.50781
1/12/2022,12:00:00|42742.17969
1/13/2022,12:00:00|43946.74219
1/14/2022,12:00:00|42598.87109
1/15/2022,12:00:00|43101.89844
1/16/2022,12:00:00|43172.03906
1/17/2022,12:00:00|43118.12109
1/18/2022,12:00:00|42250.07422
1/19/2022,12:00:00|42374.03906
1/20/2022,12:00:00|41744.02734
1/21/2022,12:00:00|40699.60547
1/22/2022,12:00:00|36471.58984
1/23/2022,12:00:00|35047.35938
1/24/2022,12:00:00|36275.73438
1/25/2022,12:00:00|36654.80469
1/26/2022,12:00:00|36950.51563
1/27/2022,12:00:00|36841.87891
1/28/2022,12:00:00|37128.44531
1/29/2022,12:00:00|37780.71484
1/30/2022,12:00:00|38151.91797
1/31/2022,12:00:00|37920.28125
2/1/2022,12:00:00|38481.76563
2/2/2022,12:00:00|38743.71484
2/3/2022,12:00:00|36944.80469
2/4/2022,12:00:00|37149.26563
2/5/2022,12:00:00|41501.48047
2/6/2022,12:00:00|41441.12109
2/7/2022,12:00:00|42406.78125
2/8/2022,12:00:00|43854.65234
2/9/2022,12:00:00|44096.70313
2/10/2022,12:00:00|44347.80078
2/11/2022,12:00:00|43571.12891
2/12/2022,12:00:00|42412.30078
2/13/2022,12:00:00|42236.56641
2/14/2022,12:00:00|42157.39844
2/15/2022,12:00:00|42586.46484
2/16/2022,12:00:00|44578.27734
2/17/2022,12:00:00|43937.07031
2/18/2022,12:00:00|40552.13281
2/19/2022,12:00:00|40026.02344
2/20/2022,12:00:00|40118.10156
2/21/2022,12:00:00|38423.21094
2/22/2022,12:00:00|37068.76953
2/23/2022,12:00:00|38285.28125
2/24/2022,12:00:00|37278.56641
2/25/2022,12:00:00|38333.74609
2/26/2022,12:00:00|39213.08203
2/27/2022,12:00:00|39098.69922
2/28/2022,12:00:00|37706
3/1/2022,12:00:00|43194.50391
3/2/2022,12:00:00|44357.61719
3/3/2022,12:00:00|43925.19531
3/4/2022,12:00:00|42458.14063
3/5/2022,12:00:00|39148.44922
3/6/2022,12:00:00|39404.19922
3/7/2022,12:00:00|38429.30469
3/8/2022,12:00:00|38059.90234
3/9/2022,12:00:00|38742.81641
3/10/2022,12:00:00|41974.07031
3/11/2022,12:00:00|39439.96875
3/12/2022,12:00:00|38794.46484
3/13/2022,12:00:00|38884.72656
3/14/2022,12:00:00|37846.31641
3/15/2022,12:00:00|39664.25
3/16/2022,12:00:00|39335.57031
3/17/2022,12:00:00|41140.84375
3/18/2022,12:00:00|40944.83984
3/19/2022,12:00:00|41794.64844
3/20/2022,12:00:00|42191.40625
3/21/2022,12:00:00|41246.13281
3/22/2022,12:00:00|41074.10547
3/23/2022,12:00:00|42364.37891
3/24/2022,12:00:00|42886.65234
3/25/2022,12:00:00|43964.54688
3/26/2022,12:00:00|44349.85938
3/27/2022,12:00:00|44505.35547
3/28/2022,12:00:00|46821.85156
3/29/2022,12:00:00|47100.4375
3/30/2022,12:00:00|47456.89844
3/31/2022,12:00:00|47062.14844
4/1/2022,12:00:00|45554.16406
4/2/2022,12:00:00|46285.5
4/3/2022,12:00:00|45859.12891
4/4/2022,12:00:00|46445.27344
4/5/2022,12:00:00|46624.50781
4/6/2022,12:00:00|45544.35547
4/7/2022,12:00:00|43207.5
4/8/2022,12:00:00|43505.13672
4/9/2022,12:00:00|42282.07813
4/10/2022,12:00:00|42781.08984
4/11/2022,12:00:00|42201.03906
4/12/2022,12:00:00|39533.71484
4/13/2022,12:00:00|40123.57031
4/14/2022,12:00:00|41160.21875
4/15/2022,12:00:00|39939.40234
4/16/2022,12:00:00|40552.31641
4/17/2022,12:00:00|40417.77734
4/18/2022,12:00:00|39721.20313
4/19/2022,12:00:00|40848.85156
